Intensity
0.0690
0.0790
0.0890
0.0890
0.1000
0.0950
0.1050
0.1050
0.1100
0.1150
0.1150
0.1150
0.1300
0.1200
0.1250
0.1250
0.1250
0.1350
0.1400
0.1350
0.1450
0.1450
0.1400
0.1450
0.1450
0.1450
0.1500
0.1450
0.1450
0.1450
0.1550
0.1500
0.1400
0.1400
0.1400
0.1450
0.1400
0.1350
0.1300
0.1300
0.1250
0.1250
0.1150
0.1100
0.1150
0.1100
0.1100
0.1050
0.1050
0.1000
0.1000
0.1000
0.0890
0.0950
0.0790
0.0790
0.0790
0.0740
0.0640
0.0640
0.0640
0.0640
0.0640
0.0590
0.0540
0.0490
0.0490
0.0440
0.0390
0.0440
0.0290
0.0290
0.0340
0.0290
0.0190
0.0190
0.0190
0.0190
0.0190
0.0190
0.0140
0.0140
0.0140
0.0090
0.0030
0.0030
0.0030
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0070
-0.0020
-0.0020
-0.0020
-0.0020
-0.0070
-0.0020
-0.0020
-0.0020
0.0030
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0070
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
0.0030
-0.0020
0.0030
0.0030
0.0030
0.0090
0.0030
0.0030
-0.0020
-0.0020
0.0030
-0.0020
0.0090
0.0090
0.0030
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0070
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
0.0030
-0.0020
0.0030
-0.0070
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
0.0030
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0070
-0.0020
-0.0020
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
0.0030
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
-0.0020
